project_type,department,state,district,approved_budget,amount_claimed,amount_released,work_completion_percent,expected_completion_days,actual_days_since_start,delay_ratio,invoice_count,average_invoice_amount,largest_invoice_amount,payment_frequency_per_month,same_vendor_invoice_count,inspection_status,last_inspection_days_ago,geo_tagged_proof_submitted,proof_document_count,complaints_count,contractor_previous_projects,contractor_avg_delay_days,contractor_avg_budget_overrun,contractor_blacklist_flag,approved_work_quantity,claimed_work_quantity,verified_work_quantity,quantity_mismatch_ratio,budget_claim_ratio,fraud_score,fraud_label
Bridge Construction,Public Works Department,Karnataka,Hubballi,64233938.14,96125556.52,69467976.15,5.98,1035,2021,1.9527,64,1501961.82,6105405.83,8.59,62,Pending,127,1,6,32,3,107.12,0.15,0,169753.86,200311.56,117847.57,0.4858,1.4965,0.6601,1
Welfare Distribution,Social Welfare Department,Telangana,Karimnagar,97260941.88,31027975.76,29094830.65,39.12,855,499,0.5836,8,3878496.97,9909281.64,5.86,14,Completed,173,1,27,5,15,39.74,0.05,0,107540.33,103375.69,112317.31,-0.0831,0.319,0.0723,0
Bridge Construction,Public Works Department,Tamil Nadu,Salem,1875119.54,1678839.38,1494809.3,97.91,836,799,0.9557,26,64570.75,198929.88,6.73,5,Completed,101,1,60,0,24,18.83,0.19,0,34518.34,35224.27,30077.11,0.1491,0.8953,0.0359,0
Hospital Development,Health Department,Gujarat,Ahmedabad,23353982.7,13563707.97,11034853.28,55.42,188,37,0.1968,42,322945.43,872094.55,1.63,13,Completed,221,1,46,7,8,29.08,0.19,1,136841.15,127718.19,127622.36,0.0007,0.5808,0.2072,0
Road Construction,Public Works Department,Telangana,Hyderabad,18729145.62,5052781.53,4200387.06,93.65,432,516,1.1944,25,202111.26,787214.9,8.35,13,Completed,339,1,80,10,13,7.85,0.12,0,29546.76,26683.46,27152.45,-0.0159,0.2698,0.1032,0
Housing Scheme,Housing Department,Rajasthan,Jodhpur,39381934.32,32938532.82,26197127.8,30.33,203,331,1.6305,67,491619.89,2371016.76,0.63,67,Pending,70,0,2,79,61,147.75,0.59,0,168049.29,194202.24,60544.44,0.7953,0.8364,0.7534,1
Electricity Infrastructure,Energy Department,Kerala,Kollam,38018708.96,8892331.13,6581534.33,64.66,548,459,0.8376,53,167779.83,467679.4,6.25,1,Pending,53,1,61,1,68,11.15,0.18,0,231947.01,258895.31,222058.43,0.1588,0.2339,0.0869,0
Road Construction,Public Works Department,Rajasthan,Jaipur,70933541.7,23325756.09,17259356.94,93.08,634,404,0.6372,41,568920.88,3358395.73,0.67,8,Failed,216,1,37,7,23,28.43,0.04,0,59572.79,59531.38,54554.71,0.0835,0.3288,0.1421,0
Housing Scheme,Housing Department,Karnataka,Belagavi,85087874.38,68787042.78,38342520.59,31.63,1065,1952,1.8329,148,464777.32,966186.33,4.15,79,Completed,200,0,2,82,85,139.14,0.61,1,37148.37,60150.09,16227.29,1.1824,0.8084,0.8904,1
Drainage System,Municipal Administration,Tamil Nadu,Madurai,74640750.29,74332576.43,41201192.96,24.16,175,232,1.3257,105,707929.3,3834727.6,4.12,38,Completed,282,1,26,42,39,196.91,0.36,1,213716.23,265131.78,144680.34,0.5636,0.9959,0.5824,0
Housing Scheme,Housing Department,Uttar Pradesh,Prayagraj,61834636.38,76965376.78,59498743.22,47.98,212,371,1.75,39,1973471.2,3729403.37,4.72,83,Failed,156,0,8,82,6,60.73,0.22,0,31938.36,42490.54,19382.7,0.7235,1.2447,0.8382,1
Welfare Distribution,Social Welfare Department,Rajasthan,Jodhpur,68818318.72,34037938.39,24521691.15,37.33,919,615,0.6692,23,1479910.36,5367366.89,4.2,2,Pending,75,1,71,12,52,27.76,0.15,0,186465.19,192326.85,182388.26,0.0533,0.4946,0.1385,0
Hospital Development,Health Department,Kerala,Kochi,16409038.69,16691073.56,14443417.36,63.36,302,355,1.1755,44,379342.58,738719.93,1.54,2,Completed,94,0,9,6,17,30.94,0.12,0,31929.92,34200.49,33076.89,0.0352,1.0172,0.2407,0
Drainage System,Municipal Administration,Gujarat,Vadodara,5850402.08,5168768.62,2397583.91,44.3,369,517,1.4011,88,58736.01,348710.71,5.2,48,Pending,34,1,24,59,55,208.79,0.41,1,236099.42,395958.35,121869.19,1.1609,0.8835,0.6513,1
Bridge Construction,Public Works Department,Gujarat,Surat,40280885.39,40806801.07,22610122.04,22.07,473,530,1.1205,146,279498.64,445432.93,8.31,60,Pending,48,0,2,11,27,30.43,0.77,1,40975.55,53017.87,31207.31,0.5323,1.0131,0.7431,1
Hospital Development,Health Department,Kerala,Thrissur,82925878.52,18134532.85,17804413.91,63.28,995,614,0.6171,50,362690.66,658161.48,6.54,11,Completed,3,1,18,8,15,18.86,0.2,0,237086.1,217136.24,220463.7,-0.014,0.2187,0.0349,0
Road Construction,Public Works Department,Karnataka,Belagavi,3529702.22,2996401.03,2520997.87,24.04,488,757,1.5512,53,56535.87,85582.56,3.42,108,Pending,143,0,0,77,30,34.44,0.53,1,217956.35,353196.22,163321.52,0.8712,0.8489,0.8739,1
Electricity Infrastructure,Energy Department,Uttar Pradesh,Varanasi,46741499.55,36161912.92,16586926.8,19.65,972,1355,1.394,162,223221.68,1288677.56,5.1,69,Completed,246,0,6,52,89,106.17,0.19,0,242931.43,304388.65,134465.29,0.6995,0.7737,0.6271,1
Housing Scheme,Housing Department,Telangana,Hyderabad,17129159.79,6092174.87,4899125.75,39.34,449,102,0.2272,35,174062.14,327174.0,0.7,17,Completed,321,1,40,0,78,22.5,0.0,0,74440.47,81813.85,75857.61,0.08,0.3557,0.0444,0
School Building,Education Department,Uttar Pradesh,Agra,98384388.8,86910137.41,71410223.3,39.91,70,81,1.1571,45,1931336.39,7154138.1,1.35,6,Completed,309,1,19,10,8,26.31,0.12,0,208284.69,208371.11,191066.71,0.0831,0.8834,0.24,0
Housing Scheme,Housing Department,Andhra Pradesh,Nellore,21145144.6,15583194.54,12311434.35,87.2,164,59,0.3598,44,354163.51,1067155.9,2.49,18,Completed,301,1,10,9,32,16.2,0.03,0,156194.27,157153.07,146270.94,0.0697,0.737,0.0944,0
Welfare Distribution,Social Welfare Department,Gujarat,Vadodara,62947521.77,29682402.27,23595527.39,83.51,637,707,1.1099,12,2473533.52,14700549.63,4.43,5,Completed,273,1,38,1,67,15.52,0.19,0,165405.58,169188.03,166385.12,0.0169,0.4715,0.0297,0
Welfare Distribution,Social Welfare Department,Telangana,Nizamabad,57563936.95,33553127.42,24984937.97,55.28,538,322,0.5985,8,4194140.93,24549757.88,1.94,14,Completed,123,1,35,12,66,4.33,0.09,0,78158.86,75186.18,72492.23,0.0345,0.5829,0.0252,0
Welfare Distribution,Social Welfare Department,Rajasthan,Jodhpur,81634777.01,24907280.88,23167842.42,87.34,740,397,0.5365,36,691868.91,1505482.65,7.86,18,Completed,39,0,2,8,34,26.45,0.1,0,60709.89,58891.23,53312.55,0.0919,0.3051,0.1085,0
Electricity Infrastructure,Energy Department,Gujarat,Rajkot,34629440.22,14888421.57,11259877.72,59.3,1070,591,0.5523,45,330853.81,505888.18,7.04,7,Completed,134,1,26,9,36,24.34,0.07,0,72540.52,69882.83,63205.14,0.0921,0.4299,0.0968,0
Welfare Distribution,Social Welfare Department,Kerala,Thrissur,68015556.31,49243572.64,39075067.41,71.8,875,853,0.9749,37,1330907.37,7041576.24,1.65,12,Completed,16,0,8,5,85,3.76,0.06,0,25185.38,27507.68,23358.55,0.1647,0.724,0.2004,0
Electricity Infrastructure,Energy Department,Karnataka,Hubballi,10589972.11,3204355.73,3153911.12,74.82,879,739,0.8407,11,291305.07,1618728.59,4.43,4,Completed,39,1,11,4,17,44.17,0.17,0,75802.01,83632.22,75429.44,0.1082,0.3026,0.001,0
Housing Scheme,Housing Department,Kerala,Kochi,93325735.65,64649061.78,51151687.63,92.54,1007,928,0.9215,44,1469296.86,2215823.07,1.54,15,Pending,197,1,56,12,14,8.93,0.04,1,177250.77,177754.06,171985.73,0.0325,0.6927,0.2081,0
Bridge Construction,Public Works Department,Maharashtra,Aurangabad,11317896.71,8463709.76,6513039.34,87.54,422,410,0.9716,18,470206.1,1552938.62,2.74,7,Completed,347,1,78,0,26,2.48,0.16,0,4298.45,4483.87,3633.58,0.1978,0.7478,0.0619,0
Road Construction,Public Works Department,Tamil Nadu,Salem,61789098.93,61954766.56,60541436.96,82.12,601,655,1.0899,14,4425340.47,10379966.21,4.14,4,Completed,266,1,34,10,7,3.39,0.15,0,28083.69,28167.21,28110.49,0.002,1.0027,0.1254,0
School Building,Education Department,Uttar Pradesh,Kanpur,93229553.66,80351200.07,71126652.1,63.37,187,114,0.6096,42,1913123.81,5010282.26,7.83,5,Completed,219,1,60,3,4,13.5,0.06,0,176150.24,161567.64,170054.94,-0.0482,0.8619,0.0749,0
Bridge Construction,Public Works Department,Andhra Pradesh,Nellore,82979734.84,56466132.53,41577778.72,39.82,125,31,0.248,31,1821488.15,6498561.37,1.96,12,Pending,252,1,63,10,37,5.34,0.13,0,249727.34,229862.72,210010.64,0.0795,0.6805,0.182,0
School Building,Education Department,Gujarat,Surat,6770083.38,8465182.48,6176562.7,31.43,772,1100,1.4249,149,56813.31,264855.2,8.9,107,Pending,122,0,5,62,22,215.96,0.17,1,146844.37,227031.95,117608.15,0.7452,1.2504,0.9783,1
Housing Scheme,Housing Department,Tamil Nadu,Chennai,38491031.46,35957065.54,30840250.44,56.67,682,752,1.1026,5,7191413.11,10972469.4,4.92,0,Pending,154,1,65,6,3,22.97,0.08,0,189645.61,186502.78,192738.97,-0.0329,0.9342,0.1639,0
Hospital Development,Health Department,Karnataka,Bengaluru,61290072.9,51430523.02,38883108.64,88.96,442,314,0.7104,26,1978097.04,7892698.04,7.23,4,Completed,166,1,11,12,97,29.67,0.17,0,168664.8,154078.78,157018.26,-0.0174,0.8391,0.0586,0
Welfare Distribution,Social Welfare Department,Gujarat,Rajkot,42233153.28,27192779.82,19938598.03,63.91,508,484,0.9528,45,604284.0,1059701.96,6.38,13,Completed,356,1,63,6,81,15.94,0.18,0,189238.32,184579.35,181391.07,0.0168,0.6439,0.072,0
Water Pipeline,Water Resources Department,Karnataka,Mangaluru,27284224.81,22677676.85,21795392.67,55.38,977,515,0.5271,20,1133883.84,6567393.17,5.33,17,Completed,273,1,61,12,90,44.91,0.01,0,136060.42,138926.56,118306.64,0.1515,0.8312,0.1717,0
Water Pipeline,Water Resources Department,Karnataka,Mangaluru,49698606.3,20177693.0,17853804.51,63.87,186,105,0.5645,37,545343.05,1116644.02,2.57,5,Completed,291,1,62,0,7,15.69,0.17,0,50171.6,54705.31,47894.65,0.1357,0.406,0.0659,0
Welfare Distribution,Social Welfare Department,Gujarat,Ahmedabad,2507321.96,1861201.45,1578511.14,93.39,460,461,1.0022,10,186120.14,1027134.71,2.21,0,Completed,117,1,35,6,3,12.87,0.05,0,236097.33,229751.41,239635.78,-0.0419,0.7423,0.0149,0
Housing Scheme,Housing Department,Andhra Pradesh,Kurnool,68299199.88,31631769.27,24042195.25,96.68,863,360,0.4171,45,702928.21,1978885.33,1.24,7,Completed,312,1,25,7,23,35.0,0.15,0,172461.34,175121.07,152419.79,0.1316,0.4631,0.0311,0
Bridge Construction,Public Works Department,Uttar Pradesh,Lucknow,61627708.15,49348301.93,34185561.09,24.36,732,1192,1.6284,118,418205.95,1661808.46,1.31,36,Failed,198,1,41,87,38,198.32,0.51,1,101154.7,168616.75,75667.63,0.9189,0.8007,0.8449,1
Road Construction,Public Works Department,Karnataka,Mangaluru,54832791.91,56446594.39,52004281.64,53.54,787,636,0.8081,20,2822329.72,15975783.67,2.97,15,Pending,304,1,54,3,28,15.34,0.21,0,135403.89,132631.74,140820.39,-0.0605,1.0294,0.2672,0
School Building,Education Department,Tamil Nadu,Tiruchirappalli,12441549.04,10108538.1,8784278.44,65.73,140,65,0.4643,26,388789.93,999431.02,1.03,12,Pending,33,1,61,5,65,8.85,0.2,0,94679.07,97359.53,90891.94,0.0683,0.8125,0.1155,0
Hospital Development,Health Department,Telangana,Nizamabad,40594162.48,36547321.66,20631926.19,45.65,857,1350,1.5753,80,456841.52,1299524.16,2.19,63,Failed,14,1,16,46,100,128.7,0.23,1,116352.26,183328.39,48308.62,1.1604,0.9003,0.7567,1
School Building,Education Department,Rajasthan,Udaipur,32040666.38,29991322.72,23512553.16,84.85,415,219,0.5277,7,4284474.67,8066293.89,3.18,5,Completed,279,1,34,11,65,0.62,0.01,0,177603.44,186888.33,182016.03,0.0274,0.936,0.015,0
Road Construction,Public Works Department,Andhra Pradesh,Visakhapatnam,10821667.88,8206017.62,7849959.46,76.34,791,773,0.9772,43,190837.62,334947.02,6.4,16,Completed,130,1,10,12,18,5.37,0.1,0,98431.62,103900.11,85601.8,0.1859,0.7583,0.0706,0
Hospital Development,Health Department,Andhra Pradesh,Nellore,22376429.88,19825731.86,17166580.18,45.58,811,932,1.1492,58,341822.96,1444206.64,3.69,35,Pending,125,0,3,64,64,214.01,0.64,1,40478.09,51287.69,18853.08,0.8013,0.886,0.6763,1
Water Pipeline,Water Resources Department,Tamil Nadu,Chennai,60539148.99,68785890.22,64273921.87,38.95,231,256,1.1082,161,427241.55,924068.84,4.7,99,Completed,354,1,38,32,33,64.1,0.53,0,249569.65,398520.33,148239.27,1.0029,1.1362,0.6115,1
Welfare Distribution,Social Welfare Department,Madhya Pradesh,Gwalior,17727378.86,11554700.17,8909252.48,85.07,1070,1037,0.9692,3,3851566.72,20513265.23,3.64,5,Completed,290,1,27,5,92,6.82,0.09,0,140218.13,151784.91,136122.91,0.1117,0.6518,0.0126,0
Electricity Infrastructure,Energy Department,Karnataka,Mysuru,84823847.1,77638698.29,51564416.2,31.4,420,642,1.5286,28,2772810.65,11169373.96,0.96,59,Pending,129,1,40,85,97,210.13,0.54,0,224091.57,278904.6,166577.14,0.5013,0.9153,0.5694,0
School Building,Education Department,Rajasthan,Jodhpur,14285101.04,3510881.48,2626337.86,41.89,612,628,1.0261,12,292573.46,851456.47,3.39,14,Pending,343,0,1,9,44,28.78,0.12,0,198719.05,202788.31,201111.3,0.0084,0.2458,0.1735,0
Drainage System,Municipal Administration,Maharashtra,Mumbai,17675726.3,9544841.4,8925873.73,96.14,217,165,0.7604,51,187153.75,907285.25,4.58,13,Completed,103,1,63,2,53,14.62,0.06,0,216630.72,214486.31,207203.01,0.0336,0.54,0.0722,0
Bridge Construction,Public Works Department,Uttar Pradesh,Agra,39055543.03,48377591.93,37590444.46,10.69,823,815,0.9903,175,276443.38,566818.89,2.11,87,Failed,170,1,16,71,9,215.15,0.84,1,172630.6,320260.53,103229.14,1.2572,1.2387,0.8722,1
School Building,Education Department,Maharashtra,Aurangabad,82346035.79,24121186.57,19173862.59,56.47,246,115,0.4675,4,6030296.64,23075974.28,6.64,8,Pending,56,1,49,9,46,1.67,0.15,0,67321.6,70161.27,58097.27,0.1792,0.2929,0.0835,0
School Building,Education Department,Gujarat,Surat,18824975.78,15052031.93,13318566.66,60.55,533,445,0.8349,152,99026.53,408048.0,2.01,11,Pending,60,1,19,23,36,57.41,0.38,1,241804.56,358607.69,157560.71,0.8314,0.7996,0.5156,0
School Building,Education Department,Maharashtra,Pune,28320651.36,34870751.15,17677348.9,6.18,430,459,1.0674,131,266188.94,1285459.61,7.03,27,Failed,65,0,2,38,21,94.13,0.45,1,13156.6,22361.29,9456.66,0.9808,1.2313,0.8894,1
Electricity Infrastructure,Energy Department,Rajasthan,Jodhpur,55089299.43,23527317.33,18911882.04,73.59,752,460,0.6117,53,443911.65,1616889.23,6.64,1,Completed,83,1,17,3,80,5.78,0.02,0,122671.02,124786.61,103154.08,0.1763,0.4271,0.042,0
School Building,Education Department,Maharashtra,Mumbai,87424928.53,39122572.56,37304053.7,84.53,1053,254,0.2412,28,1397234.73,3162897.57,2.8,10,Completed,260,1,28,1,15,22.41,0.09,0,87912.1,82793.8,75053.19,0.088,0.4475,0.0271,0
Road Construction,Public Works Department,Madhya Pradesh,Ujjain,44351453.18,33707047.97,31157678.46,40.45,811,1393,1.7176,89,378730.88,2199390.55,5.27,41,Pending,36,0,5,12,38,86.6,0.56,0,206491.13,365306.04,158117.85,1.0034,0.76,0.5885,0
School Building,Education Department,Andhra Pradesh,Visakhapatnam,57740318.49,34405537.07,26340462.95,49.71,719,619,0.8609,16,2150346.07,3441967.38,3.31,14,Completed,206,1,68,12,46,14.35,0.01,0,167740.27,180638.57,168087.54,0.0748,0.5959,0.04,0
Hospital Development,Health Department,Gujarat,Vadodara,67447436.94,83143078.69,46284508.25,20.91,246,290,1.1789,100,831430.79,1977327.92,4.05,91,Pending,118,0,5,81,99,206.36,0.16,0,199872.94,250866.96,146298.63,0.5232,1.2327,0.7167,1
Electricity Infrastructure,Energy Department,Rajasthan,Jodhpur,96026975.28,47937364.55,46071576.2,41.17,278,142,0.5108,11,4357942.23,10888647.11,3.5,9,Completed,260,1,13,12,2,9.33,0.07,0,39895.16,39378.72,40646.01,-0.0318,0.4992,0.0866,0
Bridge Construction,Public Works Department,Madhya Pradesh,Jabalpur,66741605.83,70461778.57,58643208.65,5.55,720,608,0.8444,55,1281123.25,6889994.54,7.01,18,Pending,246,1,11,21,83,97.32,0.47,1,120987.1,229633.7,45388.79,1.5228,1.0557,0.7126,1
Drainage System,Municipal Administration,Madhya Pradesh,Indore,66383964.05,63644870.88,42282749.43,26.15,366,337,0.9208,169,376596.87,1260721.86,2.82,30,Pending,37,0,1,32,86,51.85,0.67,1,49460.17,72108.09,33598.64,0.7786,0.9587,0.7576,1
School Building,Education Department,Gujarat,Surat,13789034.17,9166030.61,7248606.01,53.34,684,196,0.2865,28,327358.24,1551194.47,5.56,3,Completed,351,1,27,4,58,10.63,0.12,0,35098.75,31747.35,31657.33,0.0026,0.6647,0.0672,0
Electricity Infrastructure,Energy Department,Gujarat,Vadodara,38876023.97,26853464.69,24052561.27,47.54,1023,280,0.2737,39,688550.38,1692241.45,8.92,11,Completed,300,1,72,11,37,23.03,0.14,0,129524.51,137766.06,135029.98,0.0211,0.6907,0.1203,0
Electricity Infrastructure,Energy Department,Telangana,Karimnagar,49461374.59,46604708.25,42529687.56,37.91,969,951,0.9814,178,261824.2,781341.38,6.06,81,Completed,23,1,31,87,71,33.73,0.28,0,38120.85,47211.8,21641.83,0.6708,0.9422,0.5793,0
School Building,Education Department,Karnataka,Mysuru,85432013.83,78542345.04,55014991.24,50.77,664,604,0.9096,29,2708356.73,7128246.51,4.94,12,Completed,66,1,33,3,69,25.41,0.21,0,37524.85,40233.49,32347.95,0.2101,0.9194,0.1926,0
Drainage System,Municipal Administration,Gujarat,Rajkot,44684521.71,21865337.01,16545968.21,65.09,210,92,0.4381,28,780904.89,3764149.86,8.84,17,Completed,208,1,11,1,13,16.93,0.02,0,26334.41,24901.78,23930.67,0.0369,0.4893,0.0824,0
Road Construction,Public Works Department,Rajasthan,Jaipur,81233485.59,56894582.36,55291706.59,96.11,978,1139,1.1646,22,2586117.38,5481844.99,0.54,13,Completed,88,1,69,3,38,27.86,0.13,0,54591.79,53992.41,51399.67,0.0475,0.7004,0.062,0
Electricity Infrastructure,Energy Department,Tamil Nadu,Tiruchirappalli,86914739.79,32926831.92,26110970.64,90.13,556,589,1.0594,48,685975.67,1419507.19,4.62,8,Completed,91,1,11,10,44,27.14,0.14,1,15082.48,14851.23,13251.82,0.106,0.3788,0.1824,0
Drainage System,Municipal Administration,Uttar Pradesh,Agra,40445186.64,34912562.32,19545143.65,48.53,308,543,1.763,44,793467.33,3840811.61,7.2,19,Failed,134,1,16,24,59,62.57,0.68,1,149089.42,233374.48,107078.69,0.8471,0.8632,0.6483,1
Hospital Development,Health Department,Telangana,Khammam,92280846.61,19109940.87,15282952.31,95.11,891,188,0.211,15,1273996.06,4128847.11,2.39,7,Completed,345,1,40,4,32,25.32,0.1,0,112110.31,118716.22,112604.79,0.0545,0.2071,0.0719,0
Bridge Construction,Public Works Department,Telangana,Karimnagar,27407307.99,19838750.57,17829461.33,45.06,449,206,0.4588,12,1653229.21,7862990.42,0.89,4,Completed,75,0,10,3,78,0.64,0.02,0,147547.08,152174.89,131601.3,0.1394,0.7238,0.1799,0
Bridge Construction,Public Works Department,Uttar Pradesh,Varanasi,64319656.82,55784012.86,45920200.15,67.76,239,172,0.7197,33,1690424.63,5143984.61,8.48,14,Completed,346,1,17,1,55,10.46,0.21,0,1756.01,1720.07,1575.79,0.0822,0.8673,0.047,0
Welfare Distribution,Social Welfare Department,Andhra Pradesh,Vijayawada,4807348.64,4685789.74,3732836.48,72.19,752,556,0.7394,17,275634.69,1000846.64,7.37,3,Completed,303,1,39,7,80,35.33,0.2,0,2071.68,2200.32,1793.58,0.1963,0.9747,0.1172,0
Electricity Infrastructure,Energy Department,Karnataka,Mysuru,38692880.86,20408841.07,19751780.63,97.49,904,992,1.0973,49,416506.96,915570.43,4.32,1,Completed,250,1,66,1,2,33.01,0.19,0,68236.32,67593.49,66958.24,0.0093,0.5275,0.0516,0
Electricity Infrastructure,Energy Department,Andhra Pradesh,Nellore,29424638.24,17359239.9,12613071.11,41.07,170,47,0.2765,46,377374.78,1919057.61,4.39,16,Pending,269,1,73,7,95,30.81,0.01,0,224271.02,210993.53,210051.17,0.0042,0.59,0.1857,0
Road Construction,Public Works Department,Maharashtra,Nashik,80748768.51,24129224.22,17037707.03,86.99,844,522,0.6185,54,446837.49,1952681.53,4.89,12,Completed,295,1,18,8,48,3.69,0.14,0,10985.02,11441.95,10575.34,0.0789,0.2988,0.0983,0
Drainage System,Municipal Administration,Madhya Pradesh,Jabalpur,27814516.94,18302405.75,16794342.98,61.71,229,267,1.1659,16,1143900.36,6671890.73,5.64,12,Completed,177,1,29,9,78,17.68,0.0,0,71837.01,65354.26,74391.27,-0.1258,0.658,0.0411,0
Bridge Construction,Public Works Department,Maharashtra,Nagpur,56947738.69,35477324.02,26897728.5,84.22,929,415,0.4467,23,1542492.35,3611549.93,0.91,1,Completed,124,0,6,7,74,42.99,0.13,0,66363.38,66555.86,67154.73,-0.009,0.623,0.144,0
Electricity Infrastructure,Energy Department,Telangana,Karimnagar,94120180.93,27723513.17,23855707.74,72.38,498,139,0.2791,55,504063.88,985793.44,8.23,15,Completed,107,1,38,0,83,36.77,0.1,0,242743.68,253043.48,247818.59,0.0215,0.2946,0.0565,0
Water Pipeline,Water Resources Department,Rajasthan,Jaipur,2468204.58,3227726.55,1911585.41,54.13,121,230,1.9008,88,36678.71,214156.45,1.01,74,Completed,7,1,36,34,99,148.31,0.75,1,212555.23,411279.67,78890.02,1.5638,1.3077,0.8073,1
Housing Scheme,Housing Department,Maharashtra,Mumbai,90576269.12,78715324.12,59188597.51,59.97,210,79,0.3762,44,1788984.64,8993667.12,2.56,18,Pending,247,1,40,1,99,15.33,0.02,0,233018.62,247376.84,239755.68,0.0327,0.8691,0.1403,0
Water Pipeline,Water Resources Department,Kerala,Kozhikode,22322873.16,13762292.32,12564546.72,64.23,669,468,0.6996,22,625558.74,1869481.58,0.67,16,Failed,132,0,10,3,21,9.11,0.02,0,233645.12,244140.78,199535.88,0.1909,0.6165,0.2358,0
Housing Scheme,Housing Department,Gujarat,Rajkot,29148710.34,10979185.61,9586973.33,53.61,599,555,0.9265,23,477355.9,1258361.21,1.11,2,Completed,17,1,45,3,52,6.26,0.07,0,63840.37,61943.5,59559.75,0.0373,0.3767,0.0419,0
Electricity Infrastructure,Energy Department,Tamil Nadu,Chennai,22583576.02,21933011.58,18031393.25,38.3,320,577,1.8031,118,185872.98,354914.83,3.56,67,Failed,145,0,3,64,92,207.89,0.52,1,60365.79,109710.02,28251.77,1.3494,0.9712,0.9139,1
Welfare Distribution,Social Welfare Department,Rajasthan,Udaipur,39528585.17,38865652.94,38162835.56,44.75,940,802,0.8532,10,3886565.29,9982400.47,5.57,3,Completed,252,0,9,6,60,40.14,0.09,0,116721.93,125466.87,101393.11,0.2062,0.9832,0.2913,0
Hospital Development,Health Department,Telangana,Hyderabad,67867435.22,58302367.72,49767831.41,64.0,345,316,0.9159,44,1325053.81,5360744.78,6.74,10,Completed,362,1,76,1,47,38.5,0.06,0,106872.92,118634.06,93968.71,0.2308,0.8591,0.0836,0
Road Construction,Public Works Department,Telangana,Khammam,14256203.01,7608687.42,6408598.09,64.64,1087,698,0.6421,38,200228.62,350464.53,2.43,15,Pending,124,1,27,4,34,38.64,0.17,0,60826.92,66124.97,53524.79,0.2071,0.5337,0.1187,0
